Student Name,Gender,Attendance,Feedback,Study Hours,Data Science Marks
Student952,M,100,Needs more practical sessions;,12,58
Student953,F,73,"I appreciate the guest lectures by industry professionals in the Data Science course.,",8,38
Student954,M,94,"Enjoyed the lectures,",8,36
Student955,F,74,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. ;",6,31
Student956,M,77,Enjoyed the lectures?,5,25
Student957,F,86,"The instructor explanations in Data Science lectures are clear and easy to understand.,",4,17
Student958,M,84,"Needs more practical sessions,",14,71
Student959,M,89,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. ?",6,33
Student960,F,82,Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.!,13,69
Student961,F,84,Enjoyed the lectures:,15,70
Student962,M,98,"The Data Science course content is comprehensive and well-structured.,",5,30
Student963,F,73,The instructor explanations in Data Science lectures are clear and easy to understand.?,10,54
Student964,M,87,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. ?",15,77
Student965,F,88,"Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.,",15,71
Student966,M,93,"The Data Science course content is comprehensive and well-structured.,",4,15
Student967,F,97,The Data Science lab sessions provide valuable hands-on experience.;,6,33
Student968,M,77,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. !",9,41
Student969,M,83,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,9,46
Student970,F,70,The Data Science course content is comprehensive and well-structured.;,8,41
Student971,F,71,Enjoyed the lectures:,10,45
Student972,M,89,Needs more practical sessions!,1,9
Student973,M,96,I wish there were more interactive sessions in the Data Science course.!,9,40
Student974,M,98,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. :,5,26
Student975,F,91,"The Data Science assignments are challenging but rewarding.,",11,55
Student976,M,72,Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further?,3,13
Student977,F,85,I appreciate the guest lectures by industry professionals in the Data Science course.!,8,37
Student978,F,92,very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional :,8,39
Student979,F,72,I appreciate the guest lectures by industry professionals in the Data Science course.;,9,44
Student980,F,93,very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional :,2,15
Student981,F,75,I would like more resources for self-study in Data Science.!,10,47
Student982,F,77,I appreciate the guest lectures by industry professionals in the Data Science course.!,4,20
Student983,F,92,I appreciate the guest lectures by industry professionals in the Data Science course.:,10,47
Student984,F,81,The Data Science course content is comprehensive and well-structured.;,2,8
Student985,M,74,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. !",13,62
Student986,M,74,"I find the practical exercises in Data Science very helpful.,",13,65
Student987,F,72,Needs more practical sessions;,6,33
Student988,M,73,Great course!:,1,2
Student989,F,100,The Data Science lab sessions provide valuable hands-on experience.?,14,65
Student990,F,93,Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further:,10,51
Student991,F,74,Interesting topics!,3,14
Student992,F,98,"I am enjoying learning about Data Science and its applications.,",2,8
Student993,F,100,The Data Science lab sessions provide valuable hands-on experience.!,7,32
Student994,F,94,Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further?,8,41
Student995,F,72,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,2,6
Student996,F,79,"Great course!,",9,50
Student997,F,88,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. :",11,53
Student998,M,93,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. ;",1,1
Student999,M,77,Great course!;,2,14
Student1000,M,97,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.;",3,17
Student1001,M,92,"Interesting topics,",2,7
Student1002,F,75,Too much theory?,14,69
Student1003,F,92,"Great course!,",1,10
Student1004,F,76,I would like more resources for self-study in Data Science.!,8,38
Student1005,M,75,"Interesting topics,",15,74
Student1006,M,82,I find the practical exercises in Data Science very helpful.;,1,3
Student1007,M,82,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. !",5,27
Student1008,M,94,very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional ?,11,55
Student1009,M,90,The Data Science course content is comprehensive and well-structured.;,13,60
Student1010,F,74,"I appreciate the guest lectures by industry professionals in the Data Science course.,",6,29
Student1011,F,75,Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.!,7,30
Student1012,F,79,"Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further,",3,12
Student1013,M,96,I would like more resources for self-study in Data Science.;,12,65
Student1014,F,98,I find the practical exercises in Data Science very helpful.?,15,75
Student1015,M,89,Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.;,11,58
Student1016,F,95,"I find the practical exercises in Data Science very helpful.,",15,72
Student1017,M,79,I appreciate the guest lectures by industry professionals in the Data Science course.:,7,33
Student1018,F,94,Too much theory:,8,44
Student1019,M,97,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.?",10,45
Student1020,F,85,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. ,",3,19
Student1021,M,87,The instructor explanations in Data Science lectures are clear and easy to understand.;,5,21
Student1022,F,96,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. ;,1,6
Student1023,F,97,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,9,47
Student1024,F,72,very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional :,8,35
Student1025,M,94,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. ;",3,18
Student1026,M,70,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,4,20
Student1027,F,90,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,1,0
Student1028,F,72,Enjoyed the lectures!,14,68
Student1029,F,99,I find the Data Science course material engaging and relevant.;,1,3
Student1030,M,88,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.;",15,76
Student1031,M,70,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. ;,14,65
Student1032,F,77,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,6,34
Student1033,F,99,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.?",6,33
Student1034,M,88,Too much theory!,9,40
Student1035,M,73,"I appreciate the guest lectures by industry professionals in the Data Science course.,",12,64
Student1036,M,85,The instructor explanations in Data Science lectures are clear and easy to understand.?,5,22
Student1037,F,74,Needs more practical sessions;,3,10
Student1038,M,74,Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.!,6,25
Student1039,M,97,Needs more practical sessions!,8,38
Student1040,F,71,"Interesting topics,",12,56
Student1041,M,92,"I am enjoying learning about Data Science and its applications.,",15,78
Student1042,M,75,I appreciate the guest lectures by industry professionals in the Data Science course.?,7,30
Student1043,F,99,Enjoyed the lectures?,11,52
Student1044,M,96,The Data Science course content is comprehensive and well-structured.;,10,46
Student1045,F,76,I find the practical exercises in Data Science very helpful.:,14,65
Student1046,F,84,"Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.,",3,20
Student1047,F,79,Too much theory;,14,73
Student1048,F,79,I wish there were more interactive sessions in the Data Science course.;,1,4
Student1049,M,88,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. :",4,25
Student1050,F,93,"I find the Data Science course material engaging and relevant.,",6,30
Student1051,M,85,Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.:,4,22
Student1052,M,100,"The Data Science course content is comprehensive and well-structured.,",5,26
Student1053,M,91,very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional !,10,51
Student1054,M,92,Enjoyed the lectures?,7,38
Student1055,F,78,Too much theory?,15,72
Student1056,M,93,I would like more resources for self-study in Data Science.:,5,29
Student1057,M,77,Needs more practical sessions;,5,27
Student1058,M,88,Too much theory;,2,10
Student1059,F,70,"Too much theory,",1,7
Student1060,M,97,I would like more resources for self-study in Data Science.!,4,18
Student1061,M,86,I am enjoying learning about Data Science and its applications.;,11,50
Student1062,M,95,"Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further,",10,55
Student1063,M,87,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. ;",13,62
Student1064,F,93,I would like more resources for self-study in Data Science.?,8,44
Student1065,F,95,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. !",15,72
Student1066,F,84,"Needs more practical sessions,",3,10
Student1067,F,75,Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further!,6,29
Student1068,F,100,Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further?,10,50
Student1069,M,91,"Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.,",14,73
Student1070,F,86,The Data Science assignments are challenging but rewarding.!,2,12
Student1071,F,87,Too much theory;,9,43
Student1072,M,90,"I appreciate the guest lectures by industry professionals in the Data Science course.,",14,70
Student1073,F,88,Enjoyed the lectures;,9,42
Student1074,M,71,The Data Science course content is comprehensive and well-structured.:,4,15
Student1075,F,99,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. :,12,63
Student1076,M,94,Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.!,11,57
Student1077,M,95,The instructor explanations in Data Science lectures are clear and easy to understand.!,12,60
Student1078,F,76,"The Data Science course content is comprehensive and well-structured.,",8,37
Student1079,M,86,very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional ?,14,75
Student1080,F,84,I find the Data Science course material engaging and relevant.;,14,69
Student1081,F,85,The instructor explanations in Data Science lectures are clear and easy to understand.!,2,13
Student1082,F,96,The Data Science course content is comprehensive and well-structured.:,10,51
Student1083,F,86,"The Data Science lab sessions provide valuable hands-on experience.,",2,6
Student1084,M,72,I wish there were more interactive sessions in the Data Science course.?,6,30
Student1085,M,79,I find the practical exercises in Data Science very helpful.:,2,13
Student1086,M,100,"I appreciate the guest lectures by industry professionals in the Data Science course.,",1,10
Student1087,M,75,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,10,55
Student1088,M,98,The instructor explanations in Data Science lectures are clear and easy to understand.!,2,14
Student1089,F,71,"I find the Data Science course material engaging and relevant.,",2,5
Student1090,M,80,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,5,24
Student1091,M,77,very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional !,14,73
Student1092,M,83,The Data Science course content is comprehensive and well-structured.;,6,27
Student1093,M,81,Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further!,11,52
Student1094,M,89,Too much theory;,14,74
Student1095,F,93,Too much theory;,15,78
Student1096,M,97,Needs more practical sessions:,3,12
Student1097,F,76,"The Data Science assignments are challenging but rewarding.,",8,45
Student1098,F,87,The Data Science course content is comprehensive and well-structured.?,2,13
Student1099,M,94,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. ?",14,74
Student1100,F,74,I appreciate the guest lectures by industry professionals in the Data Science course.!,10,47
Student1101,M,75,I am enjoying learning about Data Science and its applications.!,3,17
Student1102,M,82,Too much theory:,4,24
Student1103,M,99,The instructor explanations in Data Science lectures are clear and easy to understand.;,5,28
Student1104,M,100,Needs more practical sessions;,5,22
Student1105,M,71,"The Data Science lab sessions provide valuable hands-on experience.,",6,25
Student1106,M,88,I appreciate the guest lectures by industry professionals in the Data Science course.!,4,23
Student1107,F,95,Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.!,10,51
Student1108,M,97,Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further:,11,55
Student1109,F,77,Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further!,7,33
Student1110,F,80,I am enjoying learning about Data Science and its applications.:,13,64
Student1111,M,90,I wish there were more interactive sessions in the Data Science course.!,12,61
Student1112,F,85,Too much theory!,8,43
Student1113,F,95,I am enjoying learning about Data Science and its applications.?,15,75
Student1114,F,70,The instructor explanations in Data Science lectures are clear and easy to understand.;,4,18
Student1115,F,94,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. ?",9,43
Student1116,M,100,Needs more practical sessions?,6,34
Student1117,M,98,Too much theory?,12,57
Student1118,F,96,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. !",8,36
Student1119,M,85,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,9,43
Student1120,M,81,I find the practical exercises in Data Science very helpful.;,1,5
Student1121,F,86,Enjoyed the lectures!,14,65
Student1122,F,78,Interesting topics:,5,21
Student1123,M,95,Great course!;,15,77
Student1124,M,75,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.?",7,32
Student1125,F,76,I appreciate the guest lectures by industry professionals in the Data Science course.!,10,45
Student1126,M,82,The Data Science lab sessions provide valuable hands-on experience.;,2,6
Student1127,F,86,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. ;,12,57
Student1128,M,79,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.?",11,51
Student1129,F,80,The instructor explanations in Data Science lectures are clear and easy to understand.!,7,33
Student1130,F,83,The instructor explanations in Data Science lectures are clear and easy to understand.!,7,33
Student1131,F,86,The Data Science lab sessions provide valuable hands-on experience.!,3,20
Student1132,M,100,Too much theory?,9,49
Student1133,M,85,I find the practical exercises in Data Science very helpful.:,7,31
Student1134,F,74,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,14,65
Student1135,F,87,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.;",12,57
Student1136,M,80,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. !",12,58
Student1137,M,79,"The Data Science course content is comprehensive and well-structured.,",10,55
Student1138,F,97,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. :",11,55
Student1139,M,90,Too much theory?,5,24
Student1140,F,90,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. ,",7,31
Student1141,F,91,I wish there were more interactive sessions in the Data Science course.:,7,33
Student1142,F,94,I appreciate the guest lectures by industry professionals in the Data Science course.!,6,30
Student1143,M,75,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. ;,4,18
Student1144,M,79,The Data Science lab sessions provide valuable hands-on experience.!,8,45
Student1145,F,80,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,12,65
Student1146,M,70,Interesting topics;,2,11
Student1147,M,74,Enjoyed the lectures!,13,65
Student1148,F,71,Needs more practical sessions:,13,65
Student1149,M,80,I appreciate the guest lectures by industry professionals in the Data Science course.!,8,44
Student1150,F,83,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. ;",13,61
Student1151,F,93,I find the practical exercises in Data Science very helpful.:,14,75
Student1152,F,82,"I appreciate the guest lectures by industry professionals in the Data Science course.,",5,26
Student1153,F,92,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,7,38
Student1154,M,80,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.:",3,15
Student1155,M,75,I find the Data Science course material engaging and relevant.?,14,72
Student1156,F,71,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. !",7,35
Student1157,M,88,I appreciate the guest lectures by industry professionals in the Data Science course.:,9,45
Student1158,M,94,I find the Data Science course material engaging and relevant.!,7,33
Student1159,F,78,I wish there were more interactive sessions in the Data Science course.:,13,65
Student1160,F,92,The instructor explanations in Data Science lectures are clear and easy to understand.:,1,9
Student1161,M,87,Interesting topics?,9,43
Student1162,M,83,Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further:,7,39
Student1163,F,82,"I find the practical exercises in Data Science very helpful.,",2,10
Student1164,F,97,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,5,20
Student1165,F,81,"The Data Science assignments are challenging but rewarding.,",11,56
Student1166,M,81,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.,",10,46
Student1167,M,82,Needs more practical sessions:,15,75
Student1168,F,76,Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.:,2,13
Student1169,M,85,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. !",7,39
Student1170,M,86,The Data Science assignments are challenging but rewarding.:,9,42
Student1171,M,78,"I am enjoying learning about Data Science and its applications.,",4,18
Student1172,M,83,very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional :,3,14
Student1173,F,99,The Data Science assignments are challenging but rewarding.!,6,32
Student1174,M,78,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. ;",8,44
Student1175,M,75,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. ,",8,40
Student1176,F,95,"Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further,",8,42
Student1177,F,99,"Great course!,",5,22
Student1178,F,70,Too much theory:,13,62
Student1179,F,93,Needs more practical sessions!,11,58
Student1180,F,91,very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional :,13,65
Student1181,M,94,The Data Science course content is comprehensive and well-structured.!,12,62
Student1182,M,94,The Data Science course content is comprehensive and well-structured.;,6,28
Student1183,M,100,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. ;",12,59
Student1184,F,92,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. !,13,68
Student1185,F,89,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. :",2,11
Student1186,M,96,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. ,",6,29
Student1187,F,70,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. ,",14,71
Student1188,F,88,Needs more practical sessions;,13,70
Student1189,M,91,I find the Data Science course material engaging and relevant.?,5,28
Student1190,M,84,"Enjoyed the lectures,",3,12
Student1191,M,86,Too much theory?,8,37
Student1192,F,89,Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further;,4,18
Student1193,M,93,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. !",14,75
Student1194,F,97,Enjoyed the lectures!,2,14
Student1195,M,77,The Data Science lab sessions provide valuable hands-on experience.!,11,56
Student1196,M,91,I would like more resources for self-study in Data Science.?,3,14
Student1197,M,99,I appreciate the guest lectures by industry professionals in the Data Science course.!,2,9
Student1198,M,91,I am enjoying learning about Data Science and its applications.?,2,8
Student1199,M,72,I find the practical exercises in Data Science very helpful.:,3,17
Student1200,M,92,I wish there were more interactive sessions in the Data Science course.:,13,62
Student1201,F,100,I would like more resources for self-study in Data Science.?,7,31
Student1202,F,81,Needs more practical sessions:,10,48
Student1203,F,93,"The Data Science assignments are challenging but rewarding.,",14,72
Student1204,F,84,"The instructor explanations in Data Science lectures are clear and easy to understand.,",1,3
Student1205,F,87,The Data Science course content is comprehensive and well-structured.?,10,52
Student1206,F,82,"I find the Data Science course material engaging and relevant.,",6,29
Student1207,F,100,"The Data Science course content is comprehensive and well-structured.,",11,58
Student1208,M,74,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. !,1,1
Student1209,M,91,I wish there were more interactive sessions in the Data Science course.:,3,17
Student1210,F,86,I wish there were more interactive sessions in the Data Science course.?,12,61
Student1211,F,97,very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional ;,4,16
Student1212,M,90,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,13,64
Student1213,F,72,I appreciate the guest lectures by industry professionals in the Data Science course.!,8,40
Student1214,F,88,I appreciate the guest lectures by industry professionals in the Data Science course.!,2,13
Student1215,M,75,"The Data Science lab sessions provide valuable hands-on experience.,",15,80
Student1216,M,96,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.:",7,37
Student1217,F,86,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. ;",3,16
Student1218,F,74,very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional ;,1,10
Student1219,M,90,Enjoyed the lectures!,6,25
Student1220,M,74,"Too much theory,",2,14
Student1221,F,88,I find the practical exercises in Data Science very helpful.!,13,62
Student1222,M,91,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. !,3,10
Student1223,F,80,Needs more practical sessions:,14,74
Student1224,F,70,I am enjoying learning about Data Science and its applications.:,6,30
Student1225,M,99,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. ;,3,12
Student1226,M,95,I find the Data Science course material engaging and relevant.;,12,56
Student1227,F,82,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. ?",5,29
Student1228,M,86,Interesting topics;,14,66
Student1229,F,80,I find the Data Science course material engaging and relevant.?,3,17
Student1230,M,87,I find the practical exercises in Data Science very helpful.!,12,55
Student1231,M,73,The Data Science lab sessions provide valuable hands-on experience.;,7,38
Student1232,F,95,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. ;",7,36
Student1233,F,100,very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional ?,12,55
Student1234,F,94,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.,",1,4
Student1235,F,79,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. :",6,29
Student1236,M,93,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. !",13,61
Student1237,F,96,"Great course!,",13,60
Student1238,M,95,"I am enjoying learning about Data Science and its applications.,",15,76
Student1239,F,80,Too much theory:,3,18
Student1240,M,87,The Data Science lab sessions provide valuable hands-on experience.;,7,37
Student1241,M,70,Interesting topics!,1,6
Student1242,M,73,I would like more resources for self-study in Data Science.;,10,48
Student1243,F,74,very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional :,3,19
Student1244,M,71,Needs more practical sessions:,12,61
Student1245,F,97,I would like more resources for self-study in Data Science.:,10,52
Student1246,F,95,The instructor explanations in Data Science lectures are clear and easy to understand.;,2,13
Student1247,M,91,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.,",14,73
Student1248,F,93,I am enjoying learning about Data Science and its applications.:,8,39
Student1249,M,81,The Data Science lab sessions provide valuable hands-on experience.;,8,39
Student1250,M,80,Needs more practical sessions?,11,55
Student1251,F,97,The Data Science course content is comprehensive and well-structured.:,14,72
Student1252,F,90,The instructor explanations in Data Science lectures are clear and easy to understand.:,9,42
Student1253,F,85,I find the practical exercises in Data Science very helpful.:,13,62
Student1254,M,73,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. !",9,50
Student1255,M,76,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,11,54
Student1256,F,98,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.!",13,70
Student1257,F,90,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. !",2,5
Student1258,M,97,I appreciate the guest lectures by industry professionals in the Data Science course.?,7,34
Student1259,F,93,"Too much theory,",7,38
Student1260,F,92,The Data Science assignments are challenging but rewarding.:,4,19
Student1261,M,90,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,6,31
Student1262,F,82,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. ?,1,9
Student1263,M,83,"I find the practical exercises in Data Science very helpful.,",14,73
Student1264,M,80,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. !",6,32
